id,name,author,date_created,medium_owned,medium_read,status,date_read,rating,genre,list,review
560,Sex Instructions for Farmers,Charles McSherry,2019,PhysicalBook,PhysicalBook,read,2020-05-01 00:00:00,2,BookNonFiction,,
561,Dichronauts,Greg Egan,2017,EBook,EBook,read,2020-09-24 00:00:00,2,BookFiction;BookSciFi,,
562,"Other Minds: The Octopus, the Sea, and the Deep Origins of Consciousness",Peter Godfrey-Smith,2016,EBook,EBook,read,2020-05-19 00:00:00,2,BookNonFiction,,"The topic of the book is quite interesting, it had me completely hooked at the beginning. However, the narration and structure is a big let down. Topics of interest are not followed up on. The book ultimately ends up being a tease about consciousness and turns itself more into a mini-documentary about octopus (and cephalopods)."
563,Will My Cat Eat My Eyeballs? Big Questions from Tiny Mortals About Death,Caitlin Doughty,2019,EBook,EBook,read,2020-05-22 00:00:00,4,BookNonFiction,,A nice fun read about an usually grim subject. A good coffee table book.
564,Once Upon a River,Diane Setterfield,2018,EBook,EBook,read,2020-06-01 08:00:00,3,BookFiction,,"A great start, and a good blend of genres in this tale-spinning book. However, I found it too lyrical and moving in circles for my reading pleasures. Some people are bound to like this more than I have."
565,The Age of Surveillance Capitalism: The Fight for a Human Future at the New Frontier of Power,Shoshana Zuboff,2018,PhysicalBook,PhysicalBook,read,2020-06-11 00:00:00,5,BookNonFiction,educational;books-changed-life;DCU,
566,Nightfall and Other Stories,Isaac Asimov,1969,EBook,EBook,read,2020-06-13 00:00:00,3,BookFiction;BookSciFi,,A good collection of short stories that show the way Asimov thought and wrote and improved. Useful for aspiring writers.
567,The Test,Sylvain Neuvel,2019,EBook,EBook,read,2020-06-15 00:00:00,4,BookFiction,,A Black Mirror novella - definitely worth reading.
568,Ancillary Mercy,Ann Leckie,2015,PhysicalBook,PhysicalBook,read,2020-06-16 00:00:00,5,BookFiction;BookSciFi,scifi;ai,
569,Old Man's War,John Scalzi,2005,EBook,EBook,read,2020-06-26 00:00:00,3,BookFiction;BookSciFi,,"Super cheesy, but good cheesy. Great hard sci-fi and drama. Means enjoyable cheesy."
570,Embrace Your Weird: Face Your Fears and Unleash Creativity,Felicia Day,2019,PhysicalBook,PhysicalBook,read,2020-06-28 10:00:00,5,BookNonFiction,books-changed-life,"This is an amazing book. Absolutely great at forcing yourself to get out (or in?) and do some stuff - even if it is mundane scribbling on a paper (of the book). Felicia Day is like that hyper-cheerful host of a workshop that you turn up and sit silently at but then get asked in an extremely enthusiastic way to get excited and do some things. The start is annoying, a bit uncomfortable, and there is a dislike for the cheerful excited loud person in the room. But eventually once you start doing things it gets easier then nicer and then fun. The only right way to read (perform?) this book is to do some exercises, get on with life, then come back and do some more. The exercises (let's call them activities?) are stupid, fun, self-reflective, creative. And doing them makes the book personal - this is your creative diary now. The focal point of the book - which it hammers by showing you a mirror - is that you are responsible for the things that hold you back in your own head. I quite enjoyed going through the book - and plan to do the activities in ink someday again."
571,Thinking in Systems: A Primer,Donella H. Meadows,2008,PhysicalBook,PhysicalBook,read,2020-06-28 20:00:00,4,BookNonFiction,DCU;GiveAway,"This is a great book to introduce yourself to ""thinking in systems"" - just like the title says. Other than that, the book can be frustrating if one tries to figure out how to apply it everywhere. At this point, one realises that the book is an introductory course in systems thinking - it will tell what a system is, how to express the functioning of a system, and how to map some real-world events in terms of systems. This is like a first-year college course - you learn things, but you need to get more advanced knowledge before you can apply it masterfully. All that said - excellent book to get started."
572,Dogs of War,Adrian Tchaikovsky,2017,EBook,EBook,read,2020-07-01 00:00:00,4,BookFiction;BookSciFi,,
573,Children of Time,Adrian Tchaikovsky,2015,EBook,EBook,read,2020-07-20 00:00:00,5,BookFiction;BookSciFi,scifi;aliens,
574,The Wandering Earth,Liu Cixin,2005,EBook,EBook,read,2020-07-26 00:00:00,5,BookFiction;BookSciFi,,
575,Doing Time,Jodi Taylor,2019,EBook,EBook,read,2020-08-01 00:00:00,3,BookFiction;BookSciFi,,"As if Doctor Who was made into a tv series, except with time police. I haven't read any of the other books by the author or the series - so this was great for some light reading. Typical plot characters, simple language, and easy to follow through and read at leisure. Some really funny moments that are enjoyable."
576,Last and First Men,Olaf Stapledon,1930,EBook,EBook,read,2020-08-05 00:00:00,4,BookFiction;BookSciFi,,"Ambitious - the first word that springs to mind upon reading Last and First Men. Tracing human civilisation starting from World War 1 through the various cycles of evolution, politics, religion, and even consciousness - this book is an incredible read. However, as things progress, there are greater and greater leaps of faith and fiction until we eventually reach the Last Men - the point where we read about things that happen without the time or space to think about why and its implications on us today. The writing is dry and typical of its publication era (1930), so a bit difficult to read and keep engaged with."
577,Trick Mirror,Jia Tolentino,2019,PhysicalBook,PhysicalBook,read,2020-08-11 07:00:00,4,BookNonFiction,,"A nice collection of essays and articles. Mostly about the authors perception through which we discover things. Reminds me of the Sunday newspapers that I used to like to read with interest and at leisure. Some of the essays are quite good, some personal."
578,Star Maker,Olaf Stapledon,1937,EBook,EBook,read,2020-08-11 08:00:00,5,BookFiction;BookSciFi,scifi,"The sheer scope of this work is immense - stars, civilisations, universes, and beyond. Difficult to read due to the language and dry descriptions, and the mystic attributes in discussions. A classic for a reason. Rewarding myth building as Stapledon likes to call it."
579,The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World,Pedro Domingos,2015,EBook,EBook,read,2020-08-19 00:00:00,3,BookNonFiction,,"I read this book on the recommendation of a friend. We are both computer scientists, with her being vastly more knowledgeable than I am on the topic of machine learning. In fact, I barely know machine learning at all. With that as the background, reading this book is a good introduction to what’s been happening out in the world - provided you already had an idea about it. If you’re a beginner or someone who doesn’t already know about machine learning, I think the book is going to be unbearably dense and confusing.<br/><br/>As for the contents of the book itself, I found the first half exceedingly enjoyable and fun to read. The little titbits of history, of explanations, and the connections were all an excellent addition to the reading. However, the second half of the book, in particular the last two or three chapters pertaining to the master algorithm itself were woefully inadequate, short, and dense for my continued comfort. <br/><br/>I would still recommend reading this book for the topic and perspective, but with a fair warning about taking the last chapters on application of machine learning as ground truth. They’re not (hopefully). For instance, the author thinks privacy is overrated, laws that limit misuse of data are myopic, and that sooner or later we will all be handing our data to a ‘trusted third party’. I cannot agree with this in good faith. I must point out the good along with the bad - there was a good argument for transparency in the workings of algorithms, about introducing control points for tweaking, and being more cohesive in the different branches of technology and its applications (finance, health, medicine, even dating). These I agree and support, but lest we do not forget that accountability and ethics are also what makes humans as humans in addition to our superior intellect and reasoning capabilities."
580,Perdido Street Station,China Miéville,2000,EBook,EBook,read,2020-08-23 00:00:00,5,BookFiction;BookSciFi,scifi,
581,Soft Science,Franny Choi,2019,PhysicalBook,PhysicalBook,read,2020-08-25 00:00:00,4,BookFiction;BookSciFi,language,
582,"Hateship, Friendship, Courtship, Loveship, Marriage",Alice Munro,2001,PhysicalBook,PhysicalBook,read,2020-08-30 00:00:00,3,BookFiction,,
583,Autonomous,Annalee Newitz,2017,EBook,EBook,read,2020-09-04 00:00:00,2,BookFiction;BookSciFi,,
584,Supernova Era,Liu Cixin,2019,EBook,EBook,read,2020-09-24 22:00:00,1,BookFiction;BookSciFi,,"Ridiculously written, with utterly weak premises, weak science, and weak characters. This was boring. To think this is the same author as the Three Body Problem is a travesty. The entire book is underpinned by subtle political commentary, which leaves a bad taste. And yes - the science is weak, it would have been better to not have the supernova itself at all."
585,"Entangled Life: How Fungi Make Our Worlds, Change Our Minds and Shape Our Futures",Merlin Sheldrake,2020,PhysicalBook,PhysicalBook,read,2020-09-09 00:00:00,5,BookNonFiction,educational;books-changed-life,
586,Invisible Cities,Italo Calvino,1972,PhysicalBook,PhysicalBook,read,2020-09-10 00:00:00,4,BookFiction,language,
587,A Wizard of Earthsea,Ursula K. Le Guin,1968,PhysicalBook,PhysicalBook,read,2020-09-12 00:00:00,3,BookFiction;BookSciFi,DCU,
588,The Farthest Shore,Ursula K. Le Guin,1972,PhysicalBook,PhysicalBook,read,2020-09-16 18:00:00,3,BookFiction;BookSciFi,DCU,
589,Tehanu,Ursula K. Le Guin,1990,PhysicalBook,PhysicalBook,read,2020-09-16 22:00:00,3,BookFiction;BookSciFi,DCU,
590,The Tombs of Atuan,Ursula K. Le Guin,1970,PhysicalBook,PhysicalBook,read,2020-09-16 00:00:00,3,BookFiction;BookSciFi,DCU,
591,Lord of Light,Roger Zelazny,1967,PhysicalBook,PhysicalBook,read,2020-09-20 00:00:00,5,BookFiction;BookSciFi,scifi;fantasy,
592,Once Upon a River,Bonnie Jo Campbell,2011,EBook,EBook,read,2019-12-08 00:00:00,2,BookFiction,,
593,The Denial of Death,Ernest Becker,1973,PhysicalBook,PhysicalBook,read,2020-10-15 00:00:00,5,BookNonFiction,educational;books-changed-life;DCU,
594,Parable of the Talents,Octavia E. Butler,1998,PhysicalBook,PhysicalBook,read,2021-05-30 00:00:00,4,BookFiction;BookSciFi,,
595,Lavinia,Ursula K. Le Guin,2008,PhysicalBook,PhysicalBook,read,2021-03-17 00:00:00,3,BookFiction;BookSciFi,DCU,
596,Babel-17,Samuel R. Delany,1966,PhysicalBook,PhysicalBook,read,2021-03-07 00:00:00,4,BookFiction;BookSciFi,scifi,
597,Tau Zero,Poul Anderson,1970,PhysicalBook,PhysicalBook,read,2021-03-09 00:00:00,4,BookFiction;BookSciFi,scifi,
598,The Word for World Is Forest,Ursula K. Le Guin,1976,PhysicalBook,PhysicalBook,read,2021-03-14 00:00:00,4,BookFiction;BookSciFi,,
599,Feeling Good: The New Mood Therapy,David D. Burns,2008,,,to-read,,,BookNonFiction,,
600,Artificial Unintelligence: How Computers Misunderstand the World,Meredith Broussard,2018,,,to-read,,,BookNonFiction,,
601,The Stand,Stephen King,1978,,,to-read,,,BookFiction;BookSciFi,DublinLibrary,
602,The Forge of God,Greg Bear,1987,PhysicalBook,PhysicalBook,read,2025-04-14 00:00:00,3,BookFiction;BookSciFi,,"I had high hopes for this after having read Darwin's Radio, which was a scientifically charged story. Instead, this book creates some interesting conundrums but doesn't really pay off at the end. A good drama until it looks for a sequel rather than finishing the story."
603,The Sparrow,Mary Doria Russell,1996,EBook,EBook,read,2024-06-22 00:00:00,5,BookFiction;BookSciFi,,"This is an amazing book that really shows how science fiction can build great stories with complex characters and philosophical arguments. Its so good that you can forget about the science fiction part just like Gullivers travels didn't need a planet with aliens to imagine tiny and giant people. The book is about religion - and god - and how this leads to a priest going to an alien planet thinking this is a divine calling only to have the entire world shattered utterly. The writing is excellent - the narration and details keep flowing without too much techno-exposition. The philosophy is covered exceptionally well - with nothing thrown in your face or explained in long monologues. The book is a good screenplay in itself. It had me going 'Wow!' so many times because it was deeply relevant to how one things about religion and faith and what it means to believe. Its difficult to tell why this is such a good book without spoiling the story and the ending - but yes, its very human despite talking about aliens, and its worth it. Fantastic read."
604,Childhood's End,Arthur C. Clarke,1953,,,to-read,,,BookFiction;BookSciFi,,
605,Games People Play: The Psychology of Human Relationships,Eric Berne,1964,PhysicalBook,PhysicalBook,read,2020-10-17 00:00:00,3,BookNonFiction,DCU,
606,The End of Everything (Astrophysically Speaking),Katie Mack,2020,EBook,EBook,read,2022-10-25 00:00:00,5,BookNonFiction,educational,"When I finished reading this book, I went, 'is that it?' because I was surprised that I had finished reading all of it. Like a big meal that you do not realise was immensely satiating well until you've started walking back home. This book was a feat in breaking down complex scenarios down into simple explanations without burdening the reader with the complexities of any specifics. I hope they make a documentary of this some day."
607,Privacy is Power,Carissa Véliz,1964,,,to-read,,,BookNonFiction,,
608,The Scar,China Miéville,2002,PhysicalBook,PhysicalBook,read,2021-02-21 00:01:00,5,BookFiction;BookSciFi,fantasy;scifi,
609,"Debt: The First 5,000 Years",David Graeber,2011,,,to-read,,,BookNonFiction,,
610,The City We Became,N. K. Jemisin,2020,PhysicalBook,PhysicalBook,read,2021-03-06 00:00:00,3,BookFiction;BookSciFi,DCU;GiveAway,
611,Project Hail Mary,Andy Weir,2021,PhysicalBook,PhysicalBook,read,2021-11-27 13:00:00,5,BookFiction;BookSciFi,scifi;aliens,Enjoyable read. Project Hail Mary = The Martian + Children of Time + The Andromeda Strain
612,Iron Council,China Miéville,2004,PhysicalBook,PhysicalBook,read,2021-06-26 00:00:00,3,BookFiction;BookSciFi,,
613,The Second Kind of Impossible: The Extraordinary Quest for a New Form of Matter,Paul J. Steinhardt,2019,PhysicalBook,PhysicalBook,read,2021-06-05 00:00:00,2,BookNonFiction,DCU;GiveAway,
614,Our Mathematical Universe: My Quest for the Ultimate Nature of Reality,Max Tegmark,2014,PhysicalBook,PhysicalBook,read,2021-05-22 00:00:00,4,BookNonFiction,educational;books-changed-life;DCU;GiveAway,
615,"How to Take Smart Notes: One Simple Technique to Boost Writing, Learning and Thinking – for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,2017,PhysicalBook,PhysicalBook,read,2021-12-19 00:00:00,4,BookNonFiction,educational,
616,A Memory Called Empire,Arkady Martine,2019,PhysicalBook,PhysicalBook,read,2021-07-03 00:00:00,5,BookFiction;BookSciFi,scifi,
617,Bloodchild,Octavia E. Butler,1984,EBook,EBook,read,2021-03-21 00:00:00,5,BookFiction;BookSciFi,scifi,
618,Drive your Plow over the Bones of the Dead,Olga Tokarczuk,2019,PhysicalBook,PhysicalBook,read,2021-04-22 00:00:00,5,BookFiction,storytelling,
619,The Fifth Season,N. K. Jemisin,2015,PhysicalBook,PhysicalBook,read,2021-04-17 22:00:00,5,BookFiction;BookSciFi,scifi,
620,The Obelisk Gate,N. K. Jemisin,2016,PhysicalBook,PhysicalBook,read,2021-04-18 14:00:00,5,BookFiction;BookSciFi,scifi,
621,The Stone Sky,N. K. Jemisin,2017,PhysicalBook,PhysicalBook,read,2021-04-19 19:00:00,5,BookFiction;BookSciFi,scifi,
622,The Wind-up Bird Chronicle,Haruki Murakami,1999,PhysicalBook,PhysicalBook,read,2021-09-18 23:00:00,4,BookFiction,horror,Like reading someone's else's dreams. Enjoy the dish. Don't try to guess the ingredients.
623,Klara and the Sun,Kazuo Ishiguro,2021,PhysicalBook,PhysicalBook,read,2021-05-25 13:30:00,4,BookFiction;BookSciFi,cork,
624,Labyrinths,Jorge Luis Borges,1962,PhysicalBook,PhysicalBook,read,2021-05-28 00:00:00,5,BookFiction,scifi;ai,
625,King Rat,China Miéville,1998,PhysicalBook,PhysicalBook,read,2020-10-25 00:00:00,3,BookFiction;BookSciFi,,
626,A Scanner Darkly,Philip K. Dick,1977,EBook,EBook,read,2021-06-19 00:00:00,4,BookFiction;BookSciFi,scifi,
627,Firewalkers,Adrian Tchaikovsky,2020,EBook,EBook,read,2021-06-10 00:00:00,3,BookFiction;BookSciFi,,
628,Time is the Fire: The Best of Connie Willis,Connie Willis,2013,EBook,EBook,read,2023-01-13 00:00:00,4,BookFiction;BookSciFi,,"An excellent collection of short stories that really show the breadth and versatility and quality of Connie Willis in being one of the reknowned writers. Enjoyable collection, even though a lot of them are not hard sci-fi. The background and explanations following the stories also made for an intersting read in to the origins of the stories."
629,Stand on Zanzibar,John Brunner,1968,EBook,EBook,read,2023-06-11 06:00:00,3,BookFiction;BookSciFi,,"This book is famous for being written in the 60s and 'predicting' a lot of the modern technologies that we have today. It certainly contains several of these to be impressive. The writing style is confusing (quite 60s) for today, and the plot is the typical geopolitical situation. Interesting book to read for a cult classic. A movie on this made in the 70s would have been quite cool to see today."
630,Attack Surface,Cory Doctorow,2020,EBook,EBook,read,2024-06-10 00:00:00,3,BookFiction;BookSciFi,,Novelisation of American authoritarian dystopia where people use tech to degrade democracy and force people to do stuff. Based on the real world - in the sense that things are not far fetched and probably closer to what happens. Story was okay. Tech stuff was okay - a bit overexposed but still fit the story. Its depressing to read this and think that's how the world functions.
631,Axiom's End,Lindsay Ellis,2020,EBook,EBook,read,2022-01-03 00:00:00,2,BookFiction;BookSciFi,,"A promising alien first-contact premise, but disappointing writing and plotlines. Still some interesting topics were broached."
632,Mission of Gravity,Hal Clement,1954,EBook,EBook,read,2021-11-09 00:00:00,4,BookFiction;BookSciFi,,
633,Starfish,Peter Watts,1999,EBook,EBook,read,2023-06-16 00:00:00,4,BookFiction;BookSciFi,,"An enjoyable hardcore cyberpunk story set in the sea - now that's different and evocative of Crichton's Sphere and also setting the early stage for how Blindsight envisioned evolving humans. The story is about a bunch of 'divergents' i.e. people who are different from 'normals' in the sense that they don't fit in or follow the same norms and rules of society. People who have suffered trauma or have tendencies for violence. It was uncomfortable to read since this isn't a protagonist that the reader can usually read along as or with - but perhaps the point of the story was to suggest these people are so far off from society that any chance to further the distance is a natural tendency. The tech was cool - genetic modification but not just hand-waving, instead having a gradual consequential impact through living and integrating it as part of what we see our bodies as a system of functionalities. There is another three books in the series - but I do not think the reviews and discussions are promising enough for me to give it a read. I remember not liking Echopraxia after looking forward to it from reading Blindsight."
634,Startide Rising,David Brin,1983,EBook,,to-read,,,BookFiction;BookSciFi,,
635,Incandescence,Greg Egan,2008,EBook,,to-read,,,BookFiction;BookSciFi,,
636,A Fall of Moondust,Arthur C. Clarke,1961,PhysicalBook,PhysicalBook,read,2021-07-24 00:00:00,4,BookFiction;BookSciFi,,
637,Inverted World,Christopher Priest,1974,EBook,EBook,read,2022-11-01 00:00:00,4,BookFiction;BookSciFi,,"A crazy premise (City on Trains) with crazier Physics (try living on a pseudosphere) and an even crazier society (imperial guilds). This was a surprising read because I did not expect to be educated about physics of space-time within a story. This is Greg Egan stuff, and I like such stuff."
638,Contact,Carl Sagan,1985,EBook,EBook,read,2021-11-05 00:00:00,5,BookFiction;BookSciFi,scifi;aliens,
639,Roadside Picnic,Arkady and Boris Strugatsky,1972,EBook,EBook,read,2022-10-02 00:00:00,5,BookFiction;BookSciFi,scifi,An amazing work that really paints a beautifully haunting picture of human condition. Justifiably the best known work of Strugatsky - and as a fan of Stalker - just as fulfilling to read.
640,Hard to be a God,Arkady and Boris Strugatsky,1964,PhysicalBook,PhysicalBook,read,2021-09-22 20:00:00,4,BookFiction;BookSciFi,scifi,
641,The Snail on the Slope,Arkady and Boris Strugatsky,1980,PhysicalBook,PhysicalBook,read,2021-06-24 00:00:00,4,BookFiction;BookSciFi,,
642,Walking to Aldebaran,Adrian Tchaikovsky,2019,EBook,EBook,read,2022-10-26 00:00:00,5,BookFiction;BookSciFi,,"A short, but intense, novella that clearly takes inspiration from The Martian and several other great entertaining books, and puts enough of a spin on them to have something of its own. Like the author, and will continue to invest my time in their books."
643,Cage of Souls,Adrian Tchaikovsky,2019,PhysicalBook,PhysicalBook,read,2021-11-25 00:00:00,5,BookFiction;BookSciFi,scifi,
644,Hitman Anders and the Meaning of it all,Jonas Jonasson,2016,EBook,EBook,read,2022-07-27 12:00:00,2,BookFiction,,"The book starts off at a good spot. There's simple exposition, situational humour, and all the makings of a good recipie. By the end, it got boring, repetitive, the humour had all but become stale and there was nothing special anymore. A nice book if this had been half its length, or had spent some time on its characters instead of shuffling them from scene to scene."
645,The Perils of Perception: Why We're Wrong About Nearly Everything,Bobby Duffy,2018,EBook,EBook,read,2022-11-17 00:00:00,3,BookFiction;BookSciFi,,"Interesting, well-studied collection of how what we believe deviates from facts and that sharing those facts doesn't 'educate' us, but instead confirms out pre-existing distortions and biases. But, the book did not go too deep into these things, instead presenting anecdotes and rehashed arguments from other books. It is much more rewarding to read specific investigations, such as into politics, sexism, and social behaviours - which also inform about such distortions, but are more rewarding because they look at through the lens of causality."
646,The Great Mental Models Volume 1: General Thinking Concepts,Shane Parrish,2019,EBook,,to-read,,,BookFiction;BookSciFi,,
647,To Hold Up the Sky,Cixin Liu,2020,EBook,EBook,read,2021-09-23 00:00:00,4,BookFiction;BookSciFi,,
648,1Q84: Book 1,Haruki Murakami,2009,EBook,EBook,read,2025-09-10 00:00:00,3,BookFiction;BookSciFi,,"Read Books 1 to 3 together, so the review is in Book 3"
649,1Q84: Book 2,Haruki Murakami,2009,EBook,EBook,read,2025-09-20 00:00:00,3,BookFiction;BookSciFi,,"Read Books 1 to 3 together, so the review is in Book 3"
650,1Q84: Book 3,Haruki Murakami,2010,EBook,EBook,read,2025-09-30 00:00:00,3,BookFiction;BookSciFi,,"I bought this book a long time ago when I was enjoying Murakami. This seemed like a massive book (3 volumes) and so I left it until later. This year I decided to clear out the backlog, and so got to this. This felt like Murakami, but in such slow motion that I was constantly waiting for things to happen. Really wish this was a single book. The length is far too long, there are too many points at which you go no thanks (what is it with Murakami and young girls being involved with older men in questionable ways to justify it in the story?) and in general the main charisma of mystery seems convoluted rather than ethereal."
651,Mostly Harmless,Douglas Adams,1992,,EBook,read,2013-08-28 00:00:00,5,BookFiction;BookSciFi,,
652,Fragile Things,Neil Gaiman,2006,PhysicalBook,PhysicalBook,read,2021-10-09 00:00:00,4,BookFiction;BookSciFi,,
653,Jyave Tyanchya Desha [जावे त्यांच्या देशा],P. L. Deshpande [ पु. ल. देशपांडे ],1974,PhysicalBook,PhysicalBook,read,2021-09-26 00:00:00,4,BookNonFiction,,
654,Apurvai [अपूर्वाई],P. L. Deshpande [ पु. ल. देशपांडे ],1960,PhysicalBook,PhysicalBook,read,2023-02-26 00:00:00,5,BookNonFiction,humour;cork,Classic Pu. La. Deshpande book with the humour coming out of a common man visiting a foreign country and the things that happen with a change in culture and perspective. The language is elucidative and offers a funny and witty outlook into situations. One of the greats in Marathi literature.
655,A Horse Walks into a Bar,David Grossman,2016,PhysicalBook,PhysicalBook,read,2021-08-29 00:00:00,2,BookFiction;BookSciFi,DCU,
656,Ethical Data and Information Management,"Katherine O'Keefe, Daragh O'Brien",2018,PhysicalBook,PhysicalBook,read,2021-09-13 00:00:00,4,BookNonFiction,DCU,Good overview of concepts and processes. Would have been impactful if I had read this at the start of learning.
657,The Fifth Head of Cerberus,Gene Wolfe,1972,PhysicalBook,PhysicalBook,read,2021-06-20 00:00:00,3,BookFiction;BookSciFi,,
658,Martian Time-Slip,Philip K. Dick,1964,PhysicalBook,PhysicalBook,read,2021-07-13 00:00:00,3,BookFiction;BookSciFi,,
659,Gateway,Frederik Pohl,1977,PhysicalBook,PhysicalBook,read,2021-07-29 00:00:00,5,BookFiction;BookSciFi,scifi,
660,Raft,Stephen Baxter,1991,PhysicalBook,PhysicalBook,read,2021-07-31 00:00:00,5,BookFiction;BookSciFi,scifi,
661,The Female Man,Joanna Russ,1975,PhysicalBook,PhysicalBook,read,2021-08-01 00:00:00,3,BookFiction;BookSciFi,,
662,The Difference Engine,William Gibson and Bruce Sterling,1990,PhysicalBook,PhysicalBook,read,2021-08-06 00:00:00,2,BookFiction;BookSciFi,,
663,A Maze of Death,Philip K. Dick,1970,PhysicalBook,PhysicalBook,read,2021-08-28 00:00:00,4,BookFiction;BookSciFi,,
664,VALIS,Philip K. Dick,1981,PhysicalBook,PhysicalBook,read,2021-04-16 00:00:00,4,BookFiction;BookSciFi,scifi,Disturbingly brilliant.
665,The Wind's Twelve Quarters & The Compass Rose,Ursula K. Le Guinn,2015,PhysicalBook,PhysicalBook,read,2025-04-21 00:00:00,3,BookFiction;BookSciFi,DCU,"Some interesting, but mostly okay stories."
666,Rocannon's World,Ursula K. Le Guinn,1966,PhysicalBook,PhysicalBook,read,2021-09-01 00:00:00,4,BookFiction;BookSciFi,,
667,The Three Stigmata of Palmer Eldritch,Philip K. Dick,1965,PhysicalBook,PhysicalBook,read,2021-10-23 09:00:00,5,BookFiction;BookSciFi,,
668,Monday Starts on a Saturday,Arkady & Boris Strugatsky,1965,PhysicalBook,PhysicalBook,read,2021-08-09 00:00:00,4,BookFiction;BookSciFi,scifi,
669,Limbo,Bernard Wolfe,1952,PhysicalBook,PhysicalBook,read,2021-09-14 09:30:00,4,BookFiction;BookSciFi,,"A weird philosophical version of Atlas Shrugged, filled with the 50s notions of masculinity, sexism, classism, and power."
670,Non-Stop,Brian Aldiss,1958,PhysicalBook,PhysicalBook,read,2021-08-13 00:00:00,3,BookFiction;BookSciFi,,
671,A Time of Changes,Robert Silverberg,1971,PhysicalBook,PhysicalBook,read,2021-08-17 00:00:00,3,BookFiction;BookSciFi,,
672,The Demolished Man,Alfred Bester,1953,PhysicalBook,PhysicalBook,read,2021-08-10 00:00:00,2,BookFiction;BookSciFi,,
673,Time Out of Joint,Philip K. Dick,1959,PhysicalBook,PhysicalBook,read,2021-08-27 00:00:00,4,BookFiction;BookSciFi,,
674,The Penultimate Truth,Philip K. Dick,1964,PhysicalBook,PhysicalBook,read,2021-08-23 00:00:00,3,BookFiction;BookSciFi,,
675,The Doomed City,Arkady & Boris Strugatsky,1989,PhysicalBook,PhysicalBook,read,2022-05-28 00:00:00,4,BookFiction;BookSciFi,GiveAway;DCU,"A masterpiece of how science fiction can be a work of philosophical and political commentary. Reading it today there is no indication of why this was a controversial or risky venture in its time and place. But the explanation provided at the end by the authors explains it quite well how imagining this in today's social situation where freedom of thought and speech are common is a difficult - we have no means of comparing or experiencing what it would mean to consider some thoughts as illegal. To imagine this has happened, and at the risk of happening again is a provocative realisation."
676,LESS,Andrew Sean Greer,2017,PhysicalBook,PhysicalBook,read,2021-08-13 20:00:00,3,BookFiction,DCU;GiveAway,
677,Dress your family in Corduroy and Denim,David Sedaris,2004,PhysicalBook,PhysicalBook,read,2021-11-20 12:30:00,4,BookNonFiction,,
678,The Buried Giant,Kazuo Ishiguro,2016,PhysicalBook,PhysicalBook,read,2021-11-13 11:00:00,3,BookFiction;BookSciFi,,
679,The Enemy Stars,Poul Anderson,1979,,,to-read,,,BookFiction;BookSciFi,,
680,Railsea,China Miéville,2013,PhysicalBook,PhysicalBook,read,2021-11-14 11:30:00,4,BookFiction;BookSciFi,scifi;fantasy,
681,Revelation Space,Alastair Reynolds,2008,PhysicalBook,PhysicalBook,read,2024-10-11 11:30:00,5,BookFiction;BookSciFi,,"An expansive space opera that promises big mysteries - and delivers! There are some rought edges, and the novel feels a little too big for the story and a little too slow for what you would want the pace to be - but nothing is wasted and there is no dull moment. The ending and the world building made me get all the other three books as I know Reynolds has big ideas and delivers them with great details."
682,Ninefox Gambit,Yoon Ha Lee,2016,PhysicalBook,PhysicalBook,read,2022-06-17 23:00:00,5,BookFiction;BookSciFi,scifi,"Exciting, action-packed, weird, enjoyable. Space opera with some weird belief system and mechanics thrown in. Fully built world, consistent use, and no hidden surprises that felt out of place. I went out to the store to buy the sequels as soon as I finished this."
683,Kraken,China Miéville,2011,PhysicalBook,PhysicalBook,read,2022-03-26 00:00:00,4,BookFiction;BookSciFi,,Mieville doing what he does so well: write weird fiction.
684,Three Moments of an Explosion: Stories,China Miéville,2016,EBook,,to-read,,,BookFiction;BookSciFi,,
685,The Year of the Flood,Margaret Atwood,2013,PhysicalBook,PhysicalBook,read,2023-09-21 00:00:00,4,BookFiction;BookSciFi,,"This is the sequel to the awesome Oryx & Crake. Set in the same story, it is a parallel telling of how the flood came about. I liked reading this, it provided the other side of the story in terms of what the world was building towards and how others were involved. A little too hippie which felt dragged out, but the world building and the story telling was top-notch and there were always little nuggets of well written lore. I am looking forward to read the third book, also set in a parallel story about the titular Mad Adam."
686,MaddAddam,Margaret Atwood,2014,PhysicalBook,PhysicalBook,read,2023-12-08 00:00:00,2,BookFiction;BookSciFi,,"A meh story, like eating a lettuce that fell out from an amazing sandwich. The entire book tells a mopping story about some people who just happen to know each other across the previous two books, and after humanity has been wiped out. Their biggest problems are two - yes just TWO - crazy Mad Max style villains who don't actually do a lot. There was the big back story of the titular Maddaddam, but even that turned out to be more of a gossip episode and a shoulder shrug rather than the amazing sci-fi bomb that dropped in Book 1 or the hippie nature-loving commune that survived in Book 2. Disappointed in the book - and also in the realisation that I was not the audience for this book."
687,A Master of Djinn,P. Djèlí Clark,2021,EBook,EBook,read,2023-01-04 00:00:00,4,BookFiction;BookSciFi,,"A nice world-building of something different - magic in Egypt set during the time of colonialism. The story was nice, and even if stereotypical, I enjoyed it. It would make a nice TV series or Movie."
